order_id,order_date,customer_name,region,product_category,product_sub-category,product_name,units_sold,unit_price,discount_(%),revenue,profit,cost_per_unit,year,month,quarter,month_name
ORD1199,22-10-23,Customer 37,West,Furniture,Chairs,ErgoChair X,2,236.98,0.25,355.47,44.65,155.41,2023,10,4,October
ORD1200,23-04-23,Customer 12,East,Office Supplies,Art,Sketch Pad,9,280.24,0.1,2269.944,257.364,223.62,2023,4,2,April
ORD1201,11-04-23,Customer 92,South,Technology,Accessories,Wireless Mouse,4,400.19,0.05,1520.722,277.522,310.8,2023,4,2,April
ORD1202,23-04-23,Customer 4,East,Office Supplies,Art,Markers Set,9,82.29,0,740.61,353.25,43.04,2023,4,2,April
ORD1203,22-03-23,Customer 51,West,Office Supplies,Storage,Plastic Storage Box,10,55.4,0.1,498.6,97.1,40.15,2023,3,1,March
ORD1204,06-07-23,Customer 58,West,Office Supplies,Art,Sketch Pad,9,327.1,0.05,2796.705,533.655,251.45,2023,7,3,July
ORD1205,23-04-23,Customer 17,West,Office Supplies,Binders,Ring Binder,9,93.45,0.05,798.9975,330.8175,52.02,2023,4,2,April
ORD1206,02-01-23,Customer 91,South,Technology,Copiers,All-in-One Copier,5,114.22,0.2,456.88,116.48,68.08,2023,1,1,January
ORD1207,10-05-23,Customer 81,East,Office Supplies,Binders,Ring Binder,10,471.97,0.05,4483.715,1841.015,264.27,2023,5,2,May
ORD1208,08-08-23,Customer 80,East,Office Supplies,Binders,Ring Binder,2,41.82,0.25,62.73,-1.67,32.2,2023,8,3,August
ORD1209,23-02-23,Customer 34,South,Office Supplies,Storage,Filing Cabinet,8,446.72,0.2,2859.008,709.808,268.65,2023,2,1,February
ORD1210,09-12-23,Customer 39,West,Furniture,Furnishings,Wall Art,8,55.03,0,440.24,195.76,30.56,2023,12,4,December
ORD1211,12-08-23,Customer 54,West,Technology,Accessories,USB Hub,10,88.96,0.25,667.2,123,54.42,2023,8,3,August
ORD1212,13-08-23,Customer 45,West,Furniture,Bookcases,3-Shelf Bookcase,6,136.03,0,816.18,331.68,80.75,2023,8,3,August
ORD1213,06-05-23,Customer 32,South,Furniture,Chairs,Comfort Seat,7,434.8,0.15,2587.06,800.8,255.18,2023,5,2,May
ORD1214,10-05-23,Customer 21,East,Office Supplies,Art,Sketch Pad,3,259.17,0.2,622.008,106.218,171.93,2023,5,2,May
ORD1215,22-02-23,Customer 40,West,Furniture,Chairs,Comfort Seat,9,239.47,0.05,2047.4685,807.5385,137.77,2023,2,1,February
ORD1216,21-06-23,Customer 46,North,Furniture,Bookcases,8-Cube Organizer,10,443.52,0.25,3326.4,64.8,326.16,2023,6,2,June
ORD1217,06-08-23,Customer 37,North,Furniture,Furnishings,Desk Lamp,5,369.2,0.15,1569.1,409.65,231.89,2023,8,3,August
ORD1218,09-06-23,Customer 52,North,Office Supplies,Paper,Graph Paper,9,158.53,0.15,1212.7545,247.5945,107.24,2023,6,2,June
ORD1219,17-07-23,Customer 98,East,Office Supplies,Binders,Ring Binder,2,209.07,0.1,376.326,85.626,145.35,2023,7,3,July
ORD1220,04-09-23,Customer 47,South,Furniture,Furnishings,Desk Lamp,1,38.68,0.25,29.01,5.16,23.85,2023,9,3,September
ORD1221,20-11-23,Customer 61,West,Furniture,Tables,Glass Desk,10,172.89,0.15,1469.565,5.665,146.39,2023,11,4,November
ORD1222,22-07-23,Customer 95,East,Office Supplies,Art,Markers Set,10,163.9,0,1639,608.2,103.08,2023,7,3,July
ORD1223,03-07-23,Customer 87,North,Technology,Copiers,All-in-One Copier,10,247.8,0.25,1858.5,-59.5,191.8,2023,7,3,July
ORD1224,03-05-23,Customer 100,South,Office Supplies,Binders,Executive Binder,3,271.63,0.25,611.1675,26.9775,194.73,2023,5,2,May
ORD1225,12-09-23,Customer 49,South,Office Supplies,Paper,Printer Paper,10,475.14,0,4751.4,2058.4,269.3,2023,9,3,September
ORD1226,21-10-23,Customer 57,East,Technology,Accessories,USB Hub,4,216.98,0.2,694.336,-19.264,178.4,2023,10,4,October
ORD1227,07-10-23,Customer 95,North,Office Supplies,Paper,Printer Paper,9,176.02,0.25,1188.135,130.815,117.48,2023,10,4,October
ORD1228,21-11-23,Customer 49,East,Furniture,Furnishings,Wall Art,9,190.06,0.25,1282.905,20.115,140.31,2023,11,4,November
ORD1229,08-04-23,Customer 89,East,Office Supplies,Storage,Filing Cabinet,4,153.92,0.1,554.112,197.832,89.07,2023,4,2,April
ORD1230,17-07-23,Customer 39,East,Office Supplies,Paper,Graph Paper,6,250.31,0.2,1201.488,-40.272,206.96,2023,7,3,July
ORD1231,28-08-23,Customer 93,East,Technology,Phones,Cordless Phone Z,7,412.82,0.05,2745.253,1006.593,248.38,2023,8,3,August
ORD1232,24-05-23,Customer 37,North,Technology,Machines,Laminator,8,122.71,0.2,785.344,201.344,73,2023,5,2,May
ORD1233,07-04-23,Customer 72,East,Furniture,Chairs,Executive Leather,10,134.86,0,1348.6,358.1,99.05,2023,4,2,April
ORD1234,20-07-23,Customer 68,South,Office Supplies,Paper,Printer Paper,2,218.38,0.25,327.57,36.97,145.3,2023,7,3,July
ORD1235,04-05-23,Customer 88,South,Furniture,Tables,Glass Desk,8,249.18,0.05,1893.768,369.608,190.52,2023,5,2,May
ORD1236,06-07-23,Customer 37,East,Technology,Phones,SmartPhone A1,10,131.47,0.25,986.025,-4.075,99.01,2023,7,3,July
ORD1237,22-11-23,Customer 5,South,Technology,Accessories,Wireless Mouse,7,398.22,0.05,2648.163,340.613,329.65,2023,11,4,November
ORD1238,15-12-23,Customer 38,North,Furniture,Bookcases,3-Shelf Bookcase,6,156.59,0.25,704.655,56.235,108.07,2023,12,4,December
ORD1239,16-09-23,Customer 64,South,Office Supplies,Storage,Plastic Storage Box,4,408.23,0.1,1469.628,560.308,227.33,2023,9,3,September
ORD1240,28-05-23,Customer 59,East,Office Supplies,Paper,Printer Paper,6,399.57,0.2,1917.936,153.336,294.1,2023,5,2,May
ORD1241,09-09-23,Customer 25,South,Office Supplies,Storage,Plastic Storage Box,9,177.4,0.15,1357.11,184.86,130.25,2023,9,3,September
ORD1242,12-12-23,Customer 24,South,Technology,Copiers,All-in-One Copier,1,145.18,0.05,137.921,42.631,95.29,2023,12,4,December
ORD1243,27-05-23,Customer 35,East,Technology,Phones,Cordless Phone Z,6,352.53,0,2115.18,563.22,258.66,2023,5,2,May
ORD1244,28-05-23,Customer 60,East,Furniture,Furnishings,Wall Art,2,326.58,0.1,587.844,177.244,205.3,2023,5,2,May
ORD1245,18-12-23,Customer 29,South,Furniture,Furnishings,Desk Lamp,8,378.91,0.2,2425.024,513.024,239,2023,12,4,December
ORD1246,18-07-23,Customer 90,West,Office Supplies,Paper,Printer Paper,10,439.1,0,4391,1387.9,300.31,2023,7,3,July
ORD1247,04-11-23,Customer 68,East,Furniture,Chairs,ErgoChair X,9,453.39,0.05,3876.4845,1018.2645,317.58,2023,11,4,November
ORD1248,08-05-23,Customer 20,South,Technology,Machines,Fax Machine,4,364.12,0.15,1238.008,463.408,193.65,2023,5,2,May
ORD1249,08-02-23,Customer 66,West,Furniture,Furnishings,Desk Lamp,9,219.4,0.2,1579.68,552.51,114.13,2023,2,1,February
ORD1250,04-12-23,Customer 60,East,Office Supplies,Binders,Executive Binder,5,411.9,0.25,1544.625,357.825,237.36,2023,12,4,December
ORD1251,26-12-23,Customer 10,North,Technology,Copiers,All-in-One Copier,9,497.18,0,4474.62,692.91,420.19,2023,12,4,December
ORD1252,09-05-23,Customer 61,North,Technology,Machines,Fax Machine,3,387.6,0.25,872.1,27.84,281.42,2023,5,2,May
ORD1253,24-09-23,Customer 54,East,Technology,Machines,Laminator,7,58.52,0.25,307.23,-22.96,47.17,2023,9,3,September
ORD1254,31-05-23,Customer 18,East,Furniture,Tables,Workstation Pro,7,273.84,0.25,1437.66,-177.38,230.72,2023,5,2,May
ORD1255,25-10-23,Customer 1,North,Technology,Machines,Laminator,9,202.05,0.05,1727.5275,660.7575,118.53,2023,10,4,October
ORD1256,09-04-23,Customer 45,South,Technology,Accessories,Wireless Mouse,1,408.55,0.15,347.2675,55.0675,292.2,2023,4,2,April
ORD1257,20-09-23,Customer 3,South,Furniture,Chairs,ErgoChair X,10,36.12,0.2,288.96,23.36,26.56,2023,9,3,September
ORD1258,09-09-23,Customer 7,South,Office Supplies,Binders,Executive Binder,8,132.48,0.05,1006.848,197.088,101.22,2023,9,3,September
ORD1259,24-05-23,Customer 100,North,Furniture,Bookcases,3-Shelf Bookcase,10,173.07,0.2,1384.56,51.26,133.33,2023,5,2,May
ORD1260,12-12-23,Customer 42,South,Technology,Accessories,Wireless Mouse,7,164.24,0,1149.68,350.84,114.12,2023,12,4,December
ORD1261,22-04-23,Customer 76,South,Office Supplies,Storage,Plastic Storage Box,1,486.7,0.25,365.025,7.315,357.71,2023,4,2,April
ORD1262,01-03-23,Customer 68,East,Office Supplies,Storage,Plastic Storage Box,3,163.95,0.05,467.2575,91.4475,125.27,2023,3,1,March
ORD1263,02-01-23,Customer 61,South,Furniture,Bookcases,3-Shelf Bookcase,8,459.08,0.2,2938.112,571.312,295.85,2023,1,1,January
ORD1264,31-10-23,Customer 54,South,Technology,Accessories,USB Hub,4,178.53,0,714.12,126.56,146.89,2023,10,4,October
ORD1265,11-09-23,Customer 48,North,Office Supplies,Paper,Printer Paper,5,201.04,0.2,804.16,89.46,142.94,2023,9,3,September
ORD1266,20-05-23,Customer 10,South,Office Supplies,Paper,Graph Paper,4,437.35,0.1,1574.46,514.14,265.08,2023,5,2,May
ORD1267,06-02-23,Customer 2,South,Furniture,Chairs,Executive Leather,8,458.93,0.25,2753.58,141.18,326.55,2023,2,1,February
ORD1268,09-06-23,Customer 27,West,Furniture,Bookcases,8-Cube Organizer,7,243.8,0.25,1279.95,212.03,152.56,2023,6,2,June
ORD1269,09-01-23,Customer 34,East,Office Supplies,Storage,Plastic Storage Box,2,405.35,0.25,608.025,69.465,269.28,2023,1,1,January
ORD1270,21-08-23,Customer 41,South,Technology,Copiers,Color Copier 3000,1,290.01,0.05,275.5095,55.2695,220.24,2023,8,3,August
ORD1271,09-04-23,Customer 3,East,Office Supplies,Storage,Plastic Storage Box,3,114.17,0.05,325.3845,108.6045,72.26,2023,4,2,April
ORD1272,27-05-23,Customer 32,West,Office Supplies,Art,Markers Set,8,483.92,0.25,2903.52,-34.32,367.23,2023,5,2,May
ORD1273,31-10-23,Customer 59,South,Office Supplies,Art,Sketch Pad,3,365.75,0.15,932.6625,313.3425,206.44,2023,10,4,October
ORD1274,27-07-23,Customer 70,North,Office Supplies,Binders,Ring Binder,1,386.88,0.15,328.848,116.788,212.06,2023,7,3,July
ORD1275,11-05-23,Customer 81,South,Furniture,Tables,Oak Table,4,262.75,0.1,945.9,398.18,136.93,2023,5,2,May
ORD1276,01-06-23,Customer 82,West,Office Supplies,Storage,Filing Cabinet,1,275.46,0.15,234.141,95.271,138.87,2023,6,2,June
ORD1277,23-02-23,Customer 68,East,Office Supplies,Art,Sketch Pad,9,410.32,0.25,2769.66,366.66,267,2023,2,1,February
ORD1278,30-04-23,Customer 23,North,Furniture,Tables,Oak Table,4,317.49,0.1,1142.964,145.644,249.33,2023,4,2,April
ORD1279,10-06-23,Customer 35,West,Furniture,Bookcases,8-Cube Organizer,8,291.2,0.25,1747.2,398.24,168.62,2023,6,2,June
ORD1280,26-04-23,Customer 88,North,Office Supplies,Binders,Ring Binder,7,202.05,0.2,1131.48,188.65,134.69,2023,4,2,April
ORD1281,16-03-23,Customer 82,North,Office Supplies,Paper,Printer Paper,8,425.76,0.25,2554.56,-83.52,329.76,2023,3,1,March
ORD1282,23-04-23,Customer 73,North,Office Supplies,Binders,Ring Binder,4,452.61,0.25,1357.83,-109.81,366.91,2023,4,2,April
ORD1283,14-04-23,Customer 61,East,Furniture,Chairs,Executive Leather,5,451.67,0.2,1806.68,157.33,329.87,2023,4,2,April
ORD1284,06-12-23,Customer 23,East,Furniture,Tables,Workstation Pro,3,381.08,0.25,857.43,-42.66,300.03,2023,12,4,December
ORD1285,11-09-23,Customer 10,East,Furniture,Tables,Workstation Pro,7,344.98,0.2,1931.888,444.108,212.54,2023,9,3,September
ORD1286,15-08-23,Customer 97,South,Office Supplies,Binders,Executive Binder,1,66.89,0.05,63.5455,10.4655,53.08,2023,8,3,August
ORD1287,22-04-23,Customer 44,West,Technology,Phones,Cordless Phone Z,8,255.49,0.1,1839.528,421.928,177.2,2023,4,2,April
ORD1288,09-04-23,Customer 49,West,Furniture,Furnishings,Desk Lamp,10,161.78,0.05,1536.91,324.21,121.27,2023,4,2,April
ORD1289,02-06-23,Customer 11,East,Furniture,Furnishings,Desk Lamp,7,172.01,0,1204.07,563.5,91.51,2023,6,2,June
ORD1290,15-12-23,Customer 40,West,Technology,Copiers,All-in-One Copier,3,61.9,0.15,157.845,35.835,40.67,2023,12,4,December
ORD1291,04-12-23,Customer 72,West,Furniture,Chairs,ErgoChair X,6,286.03,0.2,1372.944,155.604,202.89,2023,12,4,December
ORD1292,13-07-23,Customer 42,West,Furniture,Bookcases,8-Cube Organizer,7,394,0.25,2068.5,-180.39,321.27,2023,7,3,July
ORD1293,06-11-23,Customer 32,South,Office Supplies,Storage,Filing Cabinet,3,149.08,0.1,402.516,101.706,100.27,2023,11,4,November
ORD1294,12-06-23,Customer 9,South,Technology,Copiers,Color Copier 3000,5,252.43,0,1262.15,471.55,158.12,2023,6,2,June
ORD1295,27-07-23,Customer 32,West,Office Supplies,Paper,Graph Paper,2,85.03,0,170.06,28.56,70.75,2023,7,3,July
ORD1296,18-06-23,Customer 43,West,Technology,Machines,Laminator,7,411.43,0.25,2160.0075,-261.9925,346,2023,6,2,June
ORD1297,10-06-23,Customer 18,East,Technology,Accessories,USB Hub,6,105.27,0.15,536.877,6.897,88.33,2023,6,2,June
ORD1298,09-03-23,Customer 38,West,Office Supplies,Paper,Graph Paper,7,154.54,0.15,919.513,240.443,97.01,2023,3,1,March
ORD1299,16-10-23,Customer 73,South,Office Supplies,Paper,Printer Paper,8,472.63,0.05,3591.988,1121.268,308.84,2023,10,4,October
